"number","title","artist","album","album_release_date","release_date","pageviews","word_count","line_count","featured_artists","genius_url","genius_id","lyrics"
"11","Have a Drink on Me","AC/DC","Bonfire","","July 25, 1980","98939","254","38","","https://genius.com/Ac-dc-have-a-drink-on-me-lyrics","75952","Oh, whiskey, gin and brandy
With a glass, I'm pretty handy
I'm tryin' to walk a straight line
On sour mash and cheap wine

So, join me for a drink, boys
Oh, we're gonna make a big noise
So don't worry about tomorrow, take it today
Forget about the check, we'll get hell to pay

Have a drink on me
Yeah, have a drink on me
Yeah, have a drink on me
Have a drink on me tonight, come on

Oh, I'm dizzy, drunk and fightin'
On tequila, white lightnin'
Yes, my glass is gettin' shorter
On whiskey, ice, and water

Yeah, so come on, have a good time
And get blinded out of your mind
So don't worry about tomorrow, take it today
Forget about the check, we'll get hell to pay

Have a drink on me
Have a drink on me
Yeah, have a drink on me
Have a drink on me tonight, get stoned

Have a drink on me
Oh, have a drink on me, yeah
Oh, have a drink on me
Come on

Oh, goin' another round, gonna hit the ground
Take another swig, have another drink
Gonna drink you dry, gonna get me high
Come on, all the boys make a noise

Have a drink on me (Have a drink on me)
Have a drink on me (Have a drink on me)
Ah, have a drink on me (Have a drink on me)

Have a drink on me
Have a drink on me
Have a drink on me, yeah"
"12","Whole Lotta Rosie","AC/DC","Let There Be Rock","","March 21, 1977","81345","200","43","","https://genius.com/Ac-dc-whole-lotta-rosie-lyrics","307456","Wanna tell you a story
'Bout a woman I know
Ah, come to lovin'
She steals the show
She ain't exactly pretty
Ain't exactly small
Forty-two, thirty-nine, fifty-six, you could say she's got it all

Never had a woman, never had a woman like you
Doin' all the things, doin' all the things you do
Ain't no fairy story
Ain't no skin and bones
But you give it all you got
Weighin' in at nineteen stone

You're a whole lotta woman
A whole lotta woman

Whole lotta Rosie
Whole lotta Rosie
Whole lotta Rosie
And you're a whole lotta woman
Ayy

Oh, honey, you can do it, do it to me all night long
Only one that turn, only one that turn me on
All through the night time
And right around the clock
Woo, to my surprise
Rosie never stopped

She was a whole lotta woman
Whole lotta woman

Whole lotta Rosie
Whole lotta Rosie
Whole lotta Rosie
A whole lotta woman
Yeah-yeah-yeah

Oh, you're a whole lotta woman
Whole lotta woman

Whole lotta Rosie
Whole lotta Rosie
You're a whole lotta Rosie
Whole lotta woman-man-man-man-man, yeah, yeah, yeah

Whole lotta Rosie
Whole lotta woman
Whole
Whole lotta woman"
"13","The Jack","AC/DC","T.N.T.","","December 1, 1975","79929","414","77","","https://genius.com/Ac-dc-the-jack-lyrics","307329","She gave me the queen
She gave me the king
She was wheelin' and dealin'
Just doin' her thing
She was holdin' a pair
But I had to try
Her deuce was wild
But my ace was high
But how was I to know that she'd been dealt with before?
Said she'd never had a full house
But I should have known
From the tattoo on her left leg
And the garter on her right
She'd have the card to bring me down
If she played it right

She's got the Jack
She's got the Jack
She's got the Jack
She's got the Jack
She's got the Jack
She's got the Jack
She's got the Jack
She's got the Jack
She's got the Jack, Jack, Jack, Jack
Jack, Jack, Jack, she's got the Jack

Poker face was her name
Poker face was her nature
Poker straight was her game
If she knew she could get you
She played 'em fast
And she played 'em hard
She could close her eyes
And feel every card
But how was I to know that she'd been shuffled before?
Said she'd never had a royal flush
But I should have known
That all the cards were comin'
From the bottom of the pack
And if I'd known what she was dealing out
I'd have dealt it back

She's got the Jack
She's got the Jack
She's got the Jack and who knows what else
She's got the Jack, yeah, yeah
She's got the Jack
She's got the Jack
She's got the Jack
She's got the Jack
She's got the Jack, Jack, Jack, Jack
Jack, Jack, Jack, she's got the Jack

She's got the Jack
She's got the Jack
Mmm, it was a bad deal, Jack
She gave me the Jack
Eh, she's got the Jack
She's got the Jack
She's got the Jack
Ooh, can you tell she's got the Jack?
Jack, Jack, Jack, Jack
Jack, Jack, Jack, she's got the Jack
She's got the Jack

She's got the Jack
She's got the Jack
She's got the Jack, you'd never know
But she's got the Jack
She's got the Jack
She's got the Jack
She's got the Jack (And it hurts)
She's got the Jack
She's got the Jack, Jack, Jack, Jack
Jack, Jack, Jack, she's got the Jack

Ah
Thank you, thank you
Thank you people, thank you
Thank you, I'm glad you liked the show
Yes, thank you very much, folks
Good night, and God bless"
"14","Shot in the Dark","AC/DC","POWER UP","","October 7, 2020","72659","268","31","","https://genius.com/Ac-dc-shot-in-the-dark-lyrics","6014234","I need a pick me up Rollin' Thunder truck
I need a shot of you
That tattooed lady wild like a mountain ride
I got a hunger, that’s the lovin' truth

You got a long night comin'
And a long night pumpin’
You got the right position, the heat of transmission

(A shot in the dark) Make you feel alright
(A shot in the dark) All through the whole night
(A shot in the dark) Yeah, electric sparks
A shot in the dark beats a walk in the park, yeah

Blastin' on the radio, breakin' on the TV show
Send it out on all the wires
And if I didn't know any better, your mission is to party
'Til the broad daylight

You got a long night comin'
And a long night goin'
You got the right position, the heat of transmission

(A shot in the dark) Make you feel alright
(A shot in the dark) All through the whole night
(A shot in the dark) Yeah, еlectric spark
A shot in the dark beats a walk in thе park, yeah

My mission is to hit ignition

(A shot in the dark) Make you feel alright
(A shot in the dark) All through the whole night
(A shot in the dark) Yeah, electric sparks
A shot in the dark beats a walk in the park, yeah
(A shot in the dark) Ooh, a shot in the dark
(A shot in the dark) A shot in the dark
(A shot in the dark) Make you feel alright
A shot in the dark beats a walk in the park, yeah"
"15","Let There Be Rock","AC/DC","Iron Man 2","","March 21, 1977","60272","199","39","","https://genius.com/Ac-dc-let-there-be-rock-lyrics","307412","In the beginning
Back in 1955
Man didn't know about a rock 'n' roll show
And all that jive
The white man had the schmaltz
The black man had the blues
No one knew what they was gonna do
But Tchaikovsky had the news

He said, ""Let there be sound""
There was sound
""Let there be light""
There was light
""Let there be drums""
There was drums
""Let there be guitar""
There was guitar

Oh, let there be rock

And it came to pass
That rock 'n' roll was born
And all across the land, every rockin' band
Was blowin' up a storm
And the guitar man got famous
The businessmen got rich
And in every bar, there was a superstar
With a seven-year itch
There were fifteen-million fingers
Learnin' how to play
And you could hear the fingers pickin'
And this is what they had to say

""Let there be light
Sound
Drums
Guitar""

Oh, let there be rock

One night, in the club called ""The Shakin' Hand""
There was a fourty-two-decibel rockin' band
And the music was good, and the music was loud
And the singer turned and he said to the crowd

""Let there be rock"""
"16","Moneytalks","AC/DC","The Razors Edge","","September 24, 1990","53412","298","40","","https://genius.com/Ac-dc-moneytalks-lyrics","307638","Yow, yeah

Tailored suits, chauffeured cars
Fine hotels and big cigars
Up for grabs, all for a price
Where the red hot girls keep on dancin' through the night

The claim is on you, the sights are on me
So what do you do that's guaranteed?
Hey, little girl, you want it all
The furs, the diamonds, the paintin' on the wall

Come on, come on, love me for the money
Come on, come on, listen to the money talk
Come on, come on, love me for the money
Come on, come on, listen to the money talk

A French maid, foreign chef
A big house with king-sized bed
You had enough, you ship them out
The dollar's up, down, you better buy the pound

The claim is on you, the sights are on me
So what do you do that's guaranteed?
Hey, little girl, you break the laws
You hustle, you deal, you steal from us all

Come on, come on, love me for the money (Moneytalks)
Come on, come on, listen to the money talk (Moneytalks)
Come on, come on, love me for the money (Moneytalks)
Come on, come on, listen to the money talk

Moneytalks
Yeah, yow

Moneytalks
B.S. walks
Moneytalks
Come on, come on

Come on, come on, love me for the money (Moneytalks)
Come on, come on, listen to the money talk (Moneytalks)
Come on, come on, love me for the money (Moneytalks)
Come on, come on, listen to the money talk (Moneytalks)
(Come on, come on, love me for the money) Moneytalks
(Come on, come on, listen to the money talk) Money talk, talk, talk
(Come on, come on, love me for the money) Oh, hear it talk
(Come on, come on, listen to the money talk) Yeah, yeah, yeah

Money talk"
"17","Givin the Dog a Bone","AC/DC","Bonfire","","July 25, 1980","51204","331","51","","https://genius.com/Ac-dc-givin-the-dog-a-bone-lyrics","75949","Ooh, ayy-yeah

She take you down easy
Goin' down to her knees
Goin' down to the devil
Down, down to ninety degrees
Ah, she blowin' me crazy
'Til my ammunition is dry

Oh, she's usin' her head again
She's usin' her head
Oh, she's usin' her head again

I'm just a-givin' the dog a bone (
Givin' the dog a bone
)
Yeah, I'm givin' the dog a bone (
Givin' the dog a bone
)
I'm just a-givin' the dog a bone (
Givin' the dog a bone
)
I'm just a-givin' the dog a bone (
Givin' the dog a bone
), whoa

Oh, she's no Mona Lisa
No, she's no Playboy star
But she'd send you to Heaven
Then explode you to Mars

Oh, she's usin' her head again (Usin' her head again)
She's usin' her head (Usin' her head again)
Oh, she's usin' her head again (Usin' her head)

I'm just a-givin' the dog a bone (Givin' the dog a bone)
Givin' the dog a bone (Givin' the dog a bone)
I'm just a-givin' the dog a bone (Givin' the dog a bone)
Oh, just givin' the dog a bone (Givin' the dog a bone)

Ahh, oh-oh, oh
Oh

She got the power of union
Yeah, she only hits when it's hot
And if she likes what you're doin'
Yeah, she'll give you the lot
Give it everythin', I'm just

Givin' the dog a bone (Givin' the dog a bone)
Givin' the dog a bone (Givin' the dog a bone)
Givin' the dog a bone (Givin' the dog a bone)
I'm just a-givin' the dog a bone (Givin' the dog a bone)
I'm just givin' the dog a bone (Givin' the dog a bone)
Givin' the dog a bone (Givin' the dog a bone)
I'm just a-givin' the dog a bone (Givin' the dog a bone)

I'm just a-givin' the dog, givin' the dog
Givin' the dog
Ooh, I'm just a-givin' the dog a bone
Oh, no!"
"18","Live Wire","AC/DC","T.N.T.","","December 1, 1975","48450","250","45","","https://genius.com/Ac-dc-live-wire-lyrics","307341","Well, if you're lookin' for trouble
I'm the man to see
If you're lookin' for satisfaction
I'm satisfaction guaranteed

I'm as cool as a body on ice
Hotter than the rollin' dice
Send you to heaven, take you to hell
I ain't foolin', can't you tell?

I'm a live wire
I'm a live wire
I'm a live wire
Going to set this town on fire

And if you need some lovin'
And if you need some man
You've got the phone and the number
And I got no future plans

Oh, come on, honey, you've got nothin' to lose
You got the thirst, and I've got the booze
Give you an inch, take you a mile
I want to make you fry

I'm a live wire (Live wire)
I'm a live wire (Live wire)
I'm a live wire, oh (Live wire)
Holy smoke and sweet desire

Like a hot rod, baby
Oh, stick this in your fuse box

Ah
Cooler than a body on ice
Hotter than the rollin' dice
Wilder than a drunken fight
You're gonna burn tonight

I'm a live wire (Live wire)
I'm a live wire (Live wire)
I'm a live wire (Live wire)
And I'm gonna set this town on fire
Live wire (Live wire)
I'm a live wire (Live wire)
Well, I'm your live wire (Live wire)
I'm a live wire (Live wire)

Look at me burn
Ow, look at me
Meltin'
Short my circuit, ooh
Ooh, yeah
Burn, burn, burn, burn, burn, burn, burn"
"19","For Those About to Rock (We Salute You)","AC/DC","For Those About to Rock (We Salute You)","","November 20, 1981","44639","291","55","","https://genius.com/Ac-dc-for-those-about-to-rock-we-salute-you-lyrics","234867","Oh, yeah, yeah
Woah, oh
Oh, oh
We roll tonight
To the guitar bite
Yeah, yeah
Ow

Stand up and be counted
For what you are about to receive
We are the dealers
We'll give you everything you need
Hail-hail to the good times
'Cause rock has got the right of way
We ain't no legend, ain't no cause
We're just livin' for today

For those about to rock, we salute you
For those about to rock, we salute you

We rock at dawn, on the front line
Like a bolt right out of the blue
The sky's alight with the guitar bite
Heads will roll and rock tonight

For those about to rock, we salute you
For those about to rock, we salute you
For those about to rock, we salute you, yes, we do
For those about to rock, we salute you, ah
Oh, salute

Oh, yeah
Oh, yes
On it
Load up

We're just a battery for hire with a guitar fire
Ready and aimed at you
Pick up your balls and load up your cannon
For the twenty-one-gun salute

For those about to rock, fire, we salute you
Oh, for those about to rock, we salute you
Oh, those about to rock, fire, we salute you
Oh, fire
We salute you
We salute you
Come on
Oh

For those about to rock, we salute you
For those about to rock (Yeah), we salute you
For those about to rock (Ayy), we salute you
For those about to rock, oh, we salute you

Shoot, shoot
Shoot, shoot
Oh, for those who give and those who take
Doing your time and those on the rank
We salute you, yeah
We salute you
We salute you
We salute you
Fire"
"20","Touch Too Much","AC/DC","Highway to Hell","","July 27, 1979","44104","322","58","","https://genius.com/Ac-dc-touch-too-much-lyrics","307468","It was one of those nights when you turn off the lights
And everythin' comes into view
She was takin' her time, I was losing my mind
There was nothin' that she wouldn't do

It wasn't the first, it wasn't the last
She knew we was makin' love
I was so satisfied deep down inside
Like a hand in a velvet glove

Seems like a touch
A touch too much
Seems like a touch
A touch too much
Too much for my body, too much for my brain
This damn woman's gonna drive me insane
She got a touch
A touch too much
Yeah

Oh, she had the face of an angel, smilin' with sin
A body of Venus with arms
Dealin' with danger strokin' my skin
Like a thunder and lightnin' storm

It wasn't the first, it wasn't the last
It wasn't that she didn't care
She wanted it hard and wanted it fast
She liked it done medium rare

Seems like a touch
A touch too much
Seems like a touch
A touch too much
Too much from my body, too much from my brain
This damn woman's going to drive me insane
She got a touch
A touch too much
Touch me

Seems like a touch (Touch too much)
You know it's much too much (Much too much)
I really want to feel you (Touch too much)
Girl, you know you're givin' me (Much too much)
Oh, seems like a touch
Just a dirty little touch
I really need your touch
'Cause you're much too much, too much, too much

Seems like a touch
A touch too much
Seems like a touch
A touch too much
Givin' me a touch
A touch too much
Baby got a touch
A touch too much
Seems like a touch
A touch too much
A touch too much
A touch too much
A touch too much

Touch
Come on, touch me
Yeah, ah"
