word,total_count,chapter_count,chapters
say,1162,19,"6:29,7:27,8:70,9:79,10:63,11:45,12:80,13:47,14:101,15:71,16:80,17:78,18:70,19:59,20:51,21:84,22:62,23:63,30:3"
look,415,19,"6:5,7:8,8:20,9:23,10:28,11:19,12:22,13:22,14:31,15:22,16:28,17:37,18:25,19:19,20:16,21:41,22:23,23:15,30:11"
know,273,19,"6:9,7:13,8:14,9:8,10:13,11:16,12:12,13:2,14:21,15:10,16:26,17:18,18:26,19:14,20:12,21:18,22:18,23:13,30:10"
think,258,19,"6:5,7:8,8:16,9:14,10:9,11:12,12:13,13:7,14:17,15:12,16:12,17:16,18:20,19:17,20:21,21:19,22:21,23:14,30:5"
go,223,19,"6:5,7:8,8:12,9:12,10:11,11:8,12:7,13:5,14:13,15:15,16:15,17:18,18:14,19:11,20:17,21:17,22:18,23:7,30:10"
come,221,19,"6:8,7:5,8:15,9:12,10:11,11:7,12:21,13:9,14:18,15:10,16:17,17:14,18:12,19:10,20:7,21:15,22:18,23:4,30:8"
get,219,19,"6:7,7:7,8:16,9:17,10:11,11:5,12:15,13:1,14:11,15:17,16:11,17:14,18:16,19:14,20:7,21:16,22:14,23:13,30:7"
tell,201,19,"6:4,7:6,8:10,9:8,10:7,11:7,12:8,13:5,14:19,15:6,16:25,17:16,18:15,19:9,20:7,21:19,22:11,23:16,30:3"
time,183,19,"6:7,7:5,8:8,9:6,10:10,11:8,12:11,13:8,14:8,15:9,16:7,17:26,18:15,19:14,20:5,21:10,22:10,23:5,30:11"
eye,177,19,"6:6,7:10,8:9,9:13,10:7,11:1,12:4,13:9,14:6,15:11,16:11,17:13,18:5,19:9,20:13,21:14,22:24,23:7,30:5"
face,159,19,"6:8,7:5,8:5,9:12,10:4,11:9,12:9,13:10,14:10,15:14,16:14,17:9,18:5,19:3,20:6,21:9,22:16,23:6,30:5"
see,147,18,"7:1,8:10,9:13,10:9,11:7,12:5,13:4,14:12,15:9,16:14,17:4,18:9,19:6,20:8,21:16,22:11,23:6,30:3"
